repository_id,repository_name,business_unit,repository_full_name,repository_description,repository_private,repository_fork,repository_language,repository_stars,repository_forks,repository_created_at,Production,Storage,PCI
2,ams-dvara,ams,PropertyBrands/ams-dvara,AMS Billing - ProjectDvara,True,False,PHP,0,0,2019-03-13T19:48:31Z,In Production,Active,In Scope
